Date,Benchmark
2012-08-29,5719.68
2012-08-30,5746.76
2012-08-31,5701.84
2012-09-03,5699.38
2012-09-04,5727.48
2012-09-05,5682.66
2012-09-06,5698.26
2012-09-07,5794.77
2012-09-08,5815.71
2012-09-10,5825.41
2012-09-11,5848.55
2012-09-12,5884.12
2012-09-13,5884.17
2012-09-14,6007.46
2012-09-17,6055.02
2012-09-18,6065.95
2012-09-20,6021.98
2012-09-21,6156.37
2012-09-24,6149.25
2012-09-25,6162.3
2012-09-26,6159.01
2012-09-27,6159.22
2012-09-28,6223.06
2012-10-01,6248.93
2012-10-03,6271.93
2012-10-04,6326.99
2012-10-05,6283.49
2012-10-08,6217.15
2012-10-09,6249.47
2012-10-10,6186.04
2012-10-11,6250.03
2012-10-12,6225.87
2012-10-15,6233.74
2012-10-16,6190.38
2012-10-17,6201.47
2012-10-18,6267.29
2012-10-19,6231.98
2012-10-22,6258.24
2012-10-23,6232.86
2012-10-25,6244.5
2012-10-26,6191.82
2012-10-29,6184.56
2012-10-30,6114.24
2012-10-31,6148.86
2012-11-01,6186.05
2012-11-02,6236.35
2012-11-05,6238.21
2012-11-06,6261.73
2012-11-07,6304.37
2012-11-08,6290.47
2012-11-09,6234.91
2012-11-12,6249.38
2012-11-13,6247.78
2012-11-15,6218.86
2012-11-16,6155.39
2012-11-19,6136.25
2012-11-20,6124.06
2012-11-21,6165.65
2012-11-22,6184.5
2012-11-23,6187.73
2012-11-26,6214.63
2012-11-27,6309.83
2012-11-29,6405.96
2012-11-30,6465.86
2012-12-03,6479.45
2012-12-04,6502.17
2012-12-05,6516.89
2012-12-06,6555.71
2012-12-07,6533.67
2012-12-10,6544.25
2012-12-11,6522.59
2012-12-12,6513.77
2012-12-13,6464.29
2012-12-14,6498.55
2012-12-17,6491.86
2012-12-18,6538.72
2012-12-19,6576.7
2012-12-20,6564.4
2012-12-21,6482.11
2012-12-24,6494.87
2012-12-26,6545.51
2012-12-27,6510.55
2012-12-28,6554.75
2012-12-31,6561.87
2013-01-01,6621.03
2013-01-02,6666.27
2013-01-03,6689.51
2013-01-04,6701.0
2013-01-07,6683.61
2013-01-08,6692.62
2013-01-09,6661.92
2013-01-10,6652.83
2013-01-11,6609.88
2013-01-14,6690.9
2013-01-15,6721.61
2013-01-16,6650.66
2013-01-17,6683.81
2013-01-18,6701.36
2013-01-21,6718.01
2013-01-22,6671.44
2013-01-23,6661.59
2013-01-24,6591.13
2013-01-25,6663.88
2013-01-28,6666.48
2013-01-29,6633.97
2013-01-30,6637.28
2013-01-31,6634.78
2013-02-01,6608.15
2013-02-04,6585.55
2013-02-05,6550.49
2013-02-06,6556.73
2013-02-07,6522.41
2013-02-08,6480.27
2013-02-11,6474.03
2013-02-12,6491.27
2013-02-13,6488.71
2013-02-14,6436.06
2013-02-15,6432.36
2013-02-18,6450.13
2013-02-19,6502.07
2013-02-20,6503.83
2013-02-21,6397.81
2013-02-22,6397.86
2013-02-25,6383.84
2013-02-26,6280.65
2013-02-27,6323.66
2013-02-28,6198.24
2013-03-01,6229.92
2013-03-04,6188.94
2013-03-05,6284.24
2013-03-06,6327.79
2013-03-07,6370.86
2013-03-08,6452.74
2013-03-11,6453.58
2013-03-12,6419.89
2013-03-13,6348.1
2013-03-14,6404.49
2013-03-15,6366.35
2013-03-18,6332.11
2013-03-19,6232.82
2013-03-20,6156.96
2013-03-21,6112.45
2013-03-22,6101.23
2013-03-25,6081.57
2013-03-26,6087.66
2013-03-28,6148.26
2013-04-01,6186.03
2013-04-02,6245.85
2013-04-03,6174.43
2013-04-04,6066.04
2013-04-05,6049.49
2013-04-08,6041.87
2013-04-09,5989.54
2013-04-10,6049.16
2013-04-11,6079.13
2013-04-12,6030.25
2013-04-15,6062.58
2013-04-16,6175.48
2013-04-17,6181.34
2013-04-18,6271.49
2013-04-22,6337.53
2013-04-23,6334.75
2013-04-25,6406.71
2013-04-26,6361.47
2013-04-29,6401.95
2013-04-30,6430.9
2013-05-02,6504.78
2013-05-03,6455.0
2013-05-06,6491.76
2013-05-07,6563.83
2013-05-08,6587.26
2013-05-09,6564.15
2013-05-10,6610.48
2013-05-11,6625.08
2013-05-13,6500.34
2013-05-14,6518.01
2013-05-15,6668.38
2013-05-16,6695.1
2013-05-17,6718.54
2013-05-20,6683.64
2013-05-21,6636.87
2013-05-22,6607.3
2013-05-23,6471.07
2013-05-24,6495.21
2013-05-27,6593.3
2013-05-28,6623.8
2013-05-29,6609.41
2013-05-30,6625.94
2013-05-31,6502.47
2013-06-03,6471.69
2013-06-04,6462.34
2013-06-05,6467.86
2013-06-06,6465.38
2013-06-07,6420.57
2013-06-10,6397.44
2013-06-11,6293.93
2013-06-12,6255.65
2013-06-13,6182.9
2013-06-14,6292.36
2013-06-17,6336.52
2013-06-18,6313.16
2013-06-19,6329.95
2013-06-20,6160.34
2013-06-21,6147.39
2013-06-24,6043.8
2013-06-25,6050.09
2013-06-26,6030.01
2013-06-27,6114.89
2013-06-28,6277.73
2013-07-01,6362.81
2013-07-02,6322.22
2013-07-03,6225.59
2013-07-04,6289.54
2013-07-05,6315.8
2013-07-08,6267.69
2013-07-09,6322.15
2013-07-10,6284.17
2013-07-11,6389.64
2013-07-12,6452.31
2013-07-15,6488.25
2013-07-16,6406.0
2013-07-17,6407.99
2013-07-18,6479.41
2013-07-19,6459.04
2013-07-22,6456.87
2013-07-23,6498.28
2013-07-24,6397.24
2013-07-25,6319.02
2013-07-26,6285.39
2013-07-29,6219.91
2013-07-30,6124.51
2013-07-31,6109.86
2013-08-01,6074.32
2013-08-02,6019.93
2013-08-05,6031.75
2013-08-06,5879.75
2013-08-07,5879.46
2013-08-08,5930.39
2013-08-12,5990.61
2013-08-13,6086.76
2013-08-14,6131.24
2013-08-16,5897.1
2013-08-19,5796.21
2013-08-20,5777.38
2013-08-21,5681.15
2013-08-22,5774.59
2013-08-23,5840.98
2013-08-26,5856.18
2013-08-27,5669.34
2013-08-28,5651.37
2013-08-29,5770.62
2013-08-30,5831.25
2013-09-02,5914.21
2013-09-03,5716.38
2013-09-04,5816.37
2013-09-05,5957.06
2013-09-06,6036.03
2013-09-10,6237.55
2013-09-11,6273.78
2013-09-12,6213.34
2013-09-13,6219.72
2013-09-16,6206.48
2013-09-17,6211.73
2013-09-18,6259.12
2013-09-19,6469.18
2013-09-20,6374.62
2013-09-23,6265.46
2013-09-24,6268.47
2013-09-25,6258.6
2013-09-26,6265.96
2013-09-27,6229.07
2013-09-30,6139.75
2013-10-01,6182.91
2013-10-03,6308.34
2013-10-04,6313.23
2013-10-07,6322.54
2013-10-08,6341.66
2013-10-09,6419.91
2013-10-10,6440.93
2013-10-11,6502.92
2013-10-14,6522.67
2013-10-15,6485.76
2013-10-17,6448.99
2013-10-18,6581.65
2013-10-21,6615.33
2013-10-22,6625.74
2013-10-23,6604.96
2013-10-24,6590.36
2013-10-25,6563.9
2013-10-28,6512.87
2013-10-29,6630.78
2013-10-30,6663.25
2013-10-31,6720.89
2013-11-01,6746.28
2013-11-03,6770.26
2013-11-05,6725.77
2013-11-06,6693.2
2013-11-07,6647.97
2013-11-08,6611.57
2013-11-11,6547.83
2013-11-12,6487.68
2013-11-13,6456.05
2013-11-14,6533.65
2013-11-18,6660.31
2013-11-19,6675.98
2013-11-20,6603.6
2013-11-21,6480.3
2013-11-22,6481.23
2013-11-25,6598.14
2013-11-26,6546.54
2013-11-27,6547.53
2013-11-28,6588.04
2013-11-29,6673.85
2013-12-02,6721.81
2013-12-03,6709.93
2013-12-04,6666.03
2013-12-05,6736.66
2013-12-06,6758.75
2013-12-09,6853.1
2013-12-10,6820.53
2013-12-11,6795.07
2013-12-12,6732.06
2013-12-13,6655.76
2013-12-16,6655.66
2013-12-17,6645.22
2013-12-18,6731.12
2013-12-19,6690.46
2013-12-20,6803.87
2013-12-23,6827.93
2013-12-24,6824.11
2013-12-26,6840.5
2013-12-27,6878.08
2013-12-30,6857.48
2013-12-31,6878.29
2014-01-01,6887.24
2014-01-02,6786.1
2014-01-03,6788.46
2014-01-06,6780.61
2014-01-07,6745.94
2014-01-08,6764.54
2014-01-09,6745.79
2014-01-10,6737.11
2014-01-13,6815.5
2014-01-14,6788.63
2014-01-15,6857.22
2014-01-16,6845.55
2014-01-17,6775.43
2014-01-20,6827.89
2014-01-21,6839.92
2014-01-22,6864.83
2014-01-23,6864.49
2014-01-24,6771.18
2014-01-27,6616.01
2014-01-28,6609.08
2014-01-29,6609.07
2014-01-30,6545.5
2014-01-31,6594.58
2014-02-03,6510.11
2014-02-04,6515.69
2014-02-05,6542.91
2014-02-06,6556.21
2014-02-07,6585.49
2014-02-10,6572.99
2014-02-11,6583.15
2014-02-12,6600.76
2014-02-13,6514.42
2014-02-14,6553.39
2014-02-17,6572.01
2014-02-18,6629.78
2014-02-19,6659.76
2014-02-20,6609.12
2014-02-21,6674.15
2014-02-24,6702.71
2014-02-25,6717.8
2014-02-26,6749.31
2014-02-28,6795.74
2014-03-03,6751.13
2014-03-04,6831.34
2014-03-05,6870.18
2014-03-06,6951.88
2014-03-07,7056.66
2014-03-10,7074.34
2014-03-11,7047.77
2014-03-12,7050.3
2014-03-13,7020.17
2014-03-14,7026.32
2014-03-18,7059.74
2014-03-19,7072.1
2014-03-20,7030.99
2014-03-21,7053.74
2014-03-22,7062.8
2014-03-24,7138.38
2014-03-25,7154.56
2014-03-26,7171.59
2014-03-27,7217.12
2014-03-28,7295.57
2014-03-31,7327.4
2014-04-01,7338.75
2014-04-02,7394.17
2014-04-03,7369.21
2014-04-04,7341.39
2014-04-07,7341.0
2014-04-09,7454.65
2014-04-10,7473.07
2014-04-11,7458.11
2014-04-15,7402.66
2014-04-16,7335.68
2014-04-17,7448.49
2014-04-21,7499.71
2014-04-22,7498.92
2014-04-23,7521.16
2014-04-25,7473.76
2014-04-28,7463.76
2014-04-29,7414.05
2014-04-30,7371.39
2014-05-02,7378.9
2014-05-05,7378.04
2014-05-06,7396.44
2014-05-07,7339.93
2014-05-08,7345.23
2014-05-09,7540.68
2014-05-12,7686.36
2014-05-13,7802.56
2014-05-14,7832.12
2014-05-15,7827.44
2014-05-16,7936.28
2014-05-19,8085.95
2014-05-20,8125.76
2014-05-21,8127.66
2014-05-22,8196.42
2014-05-23,8311.92
2014-05-26,8256.0
2014-05-27,8200.44
2014-05-28,8224.4
2014-05-29,8138.03
2014-05-30,8147.0
2014-06-02,8299.83
2014-06-03,8368.85
2014-06-04,8391.36
2014-06-05,8489.06
2014-06-06,8620.59
2014-06-09,8714.42
2014-06-10,8708.35
2014-06-11,8653.61
2014-06-12,8677.99
2014-06-13,8521.43
2014-06-16,8520.94
2014-06-17,8637.18
2014-06-18,8560.63
2014-06-19,8532.42
2014-06-20,8495.74
2014-06-23,8494.82
2014-06-24,8601.62
2014-06-25,8603.62
2014-06-26,8534.36
2014-06-27,8557.4
2014-06-30,8687.05
2014-07-01,8723.15
2014-07-02,8831.62
2014-07-03,8821.35
2014-07-04,8868.56
2014-07-07,8903.24
2014-07-08,8664.45
2014-07-09,8597.72
2014-07-10,8600.03
2014-07-11,8440.86
2014-07-14,8440.72
2014-07-15,8549.68
2014-07-16,8663.38
2014-07-17,8709.73
2014-07-18,8717.13
2014-07-21,8740.0
2014-07-22,8812.04
2014-07-23,8826.35
2014-07-24,8852.77
2014-07-25,8784.93
2014-07-28,8746.33
2014-07-30,8792.88
2014-07-31,8739.55
2014-08-01,8622.98
2014-08-04,8713.67
2014-08-05,8786.0
2014-08-06,8711.58
2014-08-07,8683.68
2014-08-08,8570.6
2014-08-11,8634.17
2014-08-12,8731.3
2014-08-13,8707.64
2014-08-14,8776.48
2014-08-18,8887.25
2014-08-19,8936.53
2014-08-20,8926.7
2014-08-21,8952.73
2014-08-22,8971.19
2014-08-25,8943.08
2014-08-26,8937.43
2014-08-27,8976.09
2014-08-28,8984.16
2014-09-01,9093.92
2014-09-02,9158.94
2014-09-03,9206.14
2014-09-04,9184.54
2014-09-05,9185.85
2014-09-08,9293.44
2014-09-09,9292.25
2014-09-10,9240.24
2014-09-11,9261.27
2014-09-12,9286.77
2014-09-15,9240.76
2014-09-16,9058.72
2014-09-17,9103.02
2014-09-18,9270.06
2014-09-19,9272.59
2014-09-22,9294.45
2014-09-23,9136.61
2014-09-24,9098.0
2014-09-25,8965.36
2014-09-26,9040.84
2014-09-29,9057.52
2014-09-30,9067.95
2014-10-01,9043.0
2014-10-07,8939.53
2014-10-08,8927.98
2014-10-09,9068.96
2014-10-10,8947.3
2014-10-13,8978.49
2014-10-14,8960.8
2014-10-16,8801.24
2014-10-17,8843.4
2014-10-20,8956.05
2014-10-22,9100.31
2014-10-23,9138.0
2014-10-27,9103.59
2014-10-28,9140.73
2014-10-29,9209.85
2014-10-30,9290.05
2014-10-31,9454.01
2014-11-03,9480.57
2014-11-05,9493.98
2014-11-07,9504.13
2014-11-10,9513.79
2014-11-11,9549.65
2014-11-12,9584.31
2014-11-13,9550.93
2014-11-14,9596.48
2014-11-17,9653.19
2014-11-18,9669.61
2014-11-19,9613.58
2014-11-20,9625.77
2014-11-21,9683.73
2014-11-24,9731.16
2014-11-25,9631.76
2014-11-26,9652.93
2014-11-27,9680.99
2014-11-28,9783.89
2014-12-01,9755.59
2014-12-02,9752.27
2014-12-03,9808.68
2014-12-04,9844.32
2014-12-05,9811.48
2014-12-08,9697.8
2014-12-09,9571.11
2014-12-10,9611.67
2014-12-11,9539.12
2014-12-12,9448.06
2014-12-16,9229.87
2014-12-17,9184.17
2014-12-18,9371.9
2014-12-19,9434.9
2014-12-22,9539.55
2014-12-23,9926.87
2014-12-24,9407.26
2014-12-26,9441.52
2014-12-29,9503.45
2014-12-30,9524.9
2014-12-31,9581.34
2015-01-01,9598.91
2015-01-05,9699.88
2015-01-06,9416.03
2015-01-07,9399.28
2015-01-08,9555.56
2015-01-09,9594.54
2015-01-12,9639.87
2015-01-13,9620.57
2015-01-14,9600.47
2015-01-15,9813.17
2015-01-16,9847.05
2015-01-19,9890.46
2015-01-20,10015.63
2015-01-21,10042.43
2015-01-22,10074.48
2015-01-23,10142.97
2015-01-27,10226.56
2015-01-28,10244.29
2015-01-29,10267.05
2015-01-30,10138.98
2015-02-02,10147.78
2015-02-03,10097.62
2015-02-04,10057.71
2015-02-05,10012.35
2015-02-06,9945.69
2015-02-09,9794.2
2015-02-10,9847.33
2015-02-11,9949.25
2015-02-12,10057.44
2015-02-13,10153.7
2015-02-16,10152.18
2015-02-18,10229.29
2015-02-19,10249.54
2015-02-20,10202.2
2015-02-23,10114.67
2015-02-24,10113.38
2015-02-25,10110.01
2015-02-26,10015.71
2015-02-27,10203.63
2015-03-02,10330.82
2015-03-03,10400.17
2015-03-04,10307.6
2015-03-05,10340.92
2015-03-09,10154.48
2015-03-10,10112.31
2015-03-11,10091.02
2015-03-12,10198.91
2015-03-13,10053.55
2015-03-16,10023.88
2015-03-17,10130.21
2015-03-18,10106.25
2015-03-19,10049.17
2015-03-20,9956.34
2015-03-23,9912.99
2015-03-24,9896.27
2015-03-25,9879.37
2015-03-26,9700.53
2015-03-27,9701.07
2015-03-30,9875.89
2015-03-31,9887.49
2015-04-01,10003.75
2015-04-06,10098.11
2015-04-07,10123.12
2015-04-08,10192.91
2015-04-09,10250.2
2015-04-10,10267.29
2015-04-13,10324.17
2015-04-15,10236.29
2015-04-16,10178.49
2015-04-17,10051.65
2015-04-20,9859.19
2015-04-21,9788.31
2015-04-22,9830.82
2015-04-23,9808.77
2015-04-24,9673.29
2015-04-27,9527.82
2015-04-28,9628.12
2015-04-29,9609.77
2015-04-30,9564.36
2015-05-04,9739.69
2015-05-05,9747.19
2015-05-06,9467.63
2015-05-07,9376.9
2015-05-08,9538.38
2015-05-11,9694.5
2015-05-12,9482.51
2015-05-13,9611.51
2015-05-14,9634.7
2015-05-15,9677.61
2015-05-18,9796.46
2015-05-19,9794.77
2015-05-20,9844.0
2015-05-21,9836.48
2015-05-22,9872.96
2015-05-25,9797.42
2015-05-26,9768.32
2015-05-27,9760.51
2015-05-28,9737.98
2015-05-29,9868.59
2015-06-01,9865.82
2015-06-02,9641.74
2015-06-03,9511.21
2015-06-04,9517.88
2015-06-05,9514.12
2015-06-08,9415.62
2015-06-09,9389.5
2015-06-10,9500.81
2015-06-11,9326.67
2015-06-12,9339.38
2015-06-15,9377.28
2015-06-16,9415.24
2015-06-17,9491.85
2015-06-18,9586.32
2015-06-19,9641.75
2015-06-22,9790.85
2015-06-23,9823.28
2015-06-24,9788.59
2015-06-25,9831.17
2015-06-26,9818.83
2015-06-29,9726.77
2015-06-30,9802.54
2015-07-01,9909.28
2015-07-02,9927.84
2015-07-03,9957.17
2015-07-06,10013.85
2015-07-07,10024.95
2015-07-08,9867.12
2015-07-09,9835.66
2015-07-10,9865.53
2015-07-13,9980.78
2015-07-14,9986.39
2015-07-15,10054.51
2015-07-16,10157.06
2015-07-17,10173.33
2015-07-20,10175.8
2015-07-21,10064.48
2015-07-22,10177.79
2015-07-23,10151.24
2015-07-24,10073.94
2015-07-27,9903.9
2015-07-28,9876.24
2015-07-29,9931.19
2015-07-30,9996.91
2015-07-31,10120.91
2015-08-03,10154.0
2015-08-04,10164.71
2015-08-05,10235.96
2015-08-06,10258.9
2015-08-07,10234.05
2015-08-10,10196.68
2015-08-11,10116.52
2015-08-12,9953.2
2015-08-13,9939.75
2015-08-14,10133.82
2015-08-17,10114.36
2015-08-18,10125.33
2015-08-19,10153.09
2015-08-20,9998.16
2015-08-21,9918.45
2015-08-24,9252.89
2015-08-25,9361.37
2015-08-26,9281.45
2015-08-27,9486.78
2015-08-28,9540.86
2015-08-31,9505.16
2015-09-01,9297.72
2015-09-02,9232.0
2015-09-03,10396.83
2015-09-04,9155.92
2015-09-07,9017.5
2015-09-08,9136.83
2015-09-09,9301.49
2015-09-10,9276.47
2015-09-11,9286.55
2015-09-14,9388.22
2015-09-15,9332.24
2015-09-16,9373.41
2015-09-18,9466.87
2015-09-21,9481.73
2015-09-22,9312.66
2015-09-23,9349.05
2015-09-24,9377.55
2015-09-28,9306.77
2015-09-29,9346.81
2015-09-30,9480.55
2015-10-01,9492.51
2015-10-05,9684.52
2015-10-06,9726.72
2015-10-07,9751.14
2015-10-08,9691.27
2015-10-09,9742.04
2015-10-12,9703.38
2015-10-13,9696.59
2015-10-14,9680.23
2015-10-15,9748.72
2015-10-16,9804.45
2015-10-19,9857.81
2015-10-20,9857.0
2015-10-21,9841.37
2015-10-23,9867.08
2015-10-26,9823.68
2015-10-27,9806.26
2015-10-28,9746.17
2015-10-29,9684.34
2015-10-30,9636.66
2015-11-02,9622.86
2015-11-03,9643.16
2015-11-04,9623.24
2015-11-05,9510.24
2015-11-06,9493.72
2015-11-09,9481.42
2015-11-10,9332.9
2015-11-11,9402.41
2015-11-13,9318.83
2015-11-16,9354.46
2015-11-17,9396.36
2015-11-18,9291.76
2015-11-19,9416.15
2015-11-20,9446.3
2015-11-23,9446.05
2015-11-24,9436.95
2015-11-26,9488.07
2015-11-27,9548.02
2015-11-30,9546.85
2015-12-01,9584.54
2015-12-02,9566.42
2015-12-03,10466.19
2015-12-04,9402.35
2015-12-07,9390.87
2015-12-08,9302.78
2015-12-09,9174.59
2015-12-10,9258.74
2015-12-11,9174.77
2015-12-14,9220.65
2015-12-15,9283.7
2015-12-16,9331.86
2015-12-17,9455.03
2015-12-18,9382.34
2015-12-21,9464.06
2015-12-22,9418.08
2015-12-23,9499.91
2015-12-24,9505.68
2015-12-28,9568.39
2015-12-29,9574.92
2015-12-30,9546.61
2015-12-31,9602.77
2016-01-01,9643.99
2016-01-04,9468.57
2016-01-05,9481.03
2016-01-06,9435.52
2016-01-07,9205.9
2016-01-08,9268.72
2016-01-11,9213.09
2016-01-12,9146.77
2016-01-13,9161.79
2016-01-14,9107.85
2016-01-15,8942.51
2016-01-18,8780.81
2016-01-19,8889.65
2016-01-20,8733.38
2016-01-21,8700.16
2016-01-22,8878.15
2016-01-25,8904.06
2016-01-27,8915.95
2016-01-28,8898.25
2016-01-29,9054.56
2016-02-01,9058.07
2016-02-02,8931.05
2016-02-03,8808.54
2016-02-04,8837.23
2016-02-05,8958.55
2016-02-08,8871.81
2016-02-09,8871.81
2016-02-10,8646.6
2016-02-11,8349.07
2016-02-12,8335.11
2016-02-15,8571.9
2016-02-16,8415.34
2016-02-17,8475.05
2016-02-18,8559.09
2016-02-19,8575.69
2016-02-22,8609.89
2016-02-23,8477.03
2016-02-24,8375.37
2016-02-25,8313.56
2016-02-26,8365.55
2016-02-29,8332.74
2016-03-01,8604.49
2016-03-02,8771.84
2016-03-03,8888.13
2016-03-04,8918.06
2016-03-08,8924.33
2016-03-09,8969.22
2016-03-10,8923.31
2016-03-11,8945.44
2016-03-14,8985.75
2016-03-15,8899.93
2016-03-16,8924.51
2016-03-17,8954.2
2016-03-18,9050.8
2016-03-21,9172.29
2016-03-22,9190.09
2016-03-23,9197.92
2016-03-28,9070.68
2016-03-29,9053.97
2016-03-30,9217.77
2016-03-31,9239.91
2016-04-01,9230.33
2016-04-04,9279.22
2016-04-05,9105.55
2016-04-06,9133.81
2016-04-07,9064.78
2016-04-08,9088.91
2016-04-11,9209.2
2016-04-12,9265.74
2016-04-13,9416.66
2016-04-18,9502.13
2016-04-20,9513.99
2016-04-21,9501.07
2016-04-25,9442.59
2016-04-26,9551.53
2016-04-27,9572.88
2016-04-28,9428.01
2016-04-29,9435.76
2016-05-02,9423.72
2016-05-03,9356.97
2016-05-04,9286.59
2016-05-05,9309.91
2016-05-06,9316.37
2016-05-09,9457.71
2016-05-10,9477.86
2016-05-11,9443.08
2016-05-12,9511.69
2016-05-13,9427.83
2016-05-16,9465.01
2016-05-17,9495.73
2016-05-18,9484.05
2016-05-19,9376.54
2016-05-20,9328.71
2016-05-23,9303.2
2016-05-24,9307.99
2016-05-25,9491.68
2016-05-26,9632.58
2016-05-27,9735.44
2016-05-30,9780.39
2016-05-31,9757.09
2016-06-01,9773.46
2016-06-02,9822.02
2016-06-03,9817.42
2016-06-06,9803.71
2016-06-07,9878.13
2016-06-08,9903.42
2016-06-09,9846.97
2016-06-10,9810.16
2016-06-13,9742.85
2016-06-14,9755.44
2016-06-15,9857.68
2016-06-16,9800.31
2016-06-17,9832.76
2016-06-20,9903.04
2016-06-21,9895.69
2016-06-22,9875.46
2016-06-23,9932.83
2016-06-24,9738.76
2016-06-27,9779.32
2016-06-28,9828.26
2016-06-29,9932.52
2016-06-30,10038.72
2016-07-01,10106.39
2016-07-04,10170.08
2016-07-05,10140.15
2016-07-07,10140.75
2016-07-11,10287.57
2016-07-12,10346.5
2016-07-13,10324.9
2016-07-14,10380.92
2016-07-15,10356.16
2016-07-18,10310.86
2016-07-19,10334.2
2016-07-20,10396.66
2016-07-21,10348.6
2016-07-22,10407.43
2016-07-25,10521.16
2016-07-26,10470.3
2016-07-27,10510.63
2016-07-28,10573.41
2016-07-29,10561.52
2016-08-01,10568.94
2016-08-02,10535.22
2016-08-03,10422.98
2016-08-04,10445.76
2016-08-05,10613.15
2016-08-08,10662.78
2016-08-09,10620.56
2016-08-10,10489.53
2016-08-11,10508.13
2016-08-12,10592.38
2016-08-16,10580.58
2016-08-17,10587.03
2016-08-18,10657.76
2016-08-19,10668.85
2016-08-22,10620.31
2016-08-23,10614.65
2016-08-24,10652.63
2016-08-25,10591.34
2016-08-26,10578.8
2016-08-29,10616.61
2016-08-30,10762.82
2016-08-31,10806.57
2016-09-01,10783.22
2016-09-02,10828.03
2016-09-06,10987.6
2016-09-07,10977.35
2016-09-08,11031.31
2016-09-09,10934.44
2016-09-12,10711.08
2016-09-14,10761.82
2016-09-15,10774.29
2016-09-16,10809.89
2016-09-19,10848.36
2016-09-20,10814.57
2016-09-21,10816.63
2016-09-22,10934.35
2016-09-23,10908.2
2016-09-26,10799.68
2016-09-27,10785.62
2016-09-28,10850.58
2016-09-29,10593.47
2016-09-30,10677.17
2016-10-03,10875.55
2016-10-04,10926.73
2016-10-05,10923.61
2016-10-06,10882.81
2016-10-07,10868.26
2016-10-10,10876.24
2016-10-13,10711.11
2016-10-14,10742.18
2016-10-17,10662.27
2016-10-18,10846.76
2016-10-19,10840.51
2016-10-20,10885.44
2016-10-21,10894.59
2016-10-24,10909.63
2016-10-25,10895.14
2016-10-26,10801.6
2016-10-27,10766.87
2016-10-28,10827.51
2016-10-30,10838.16
2016-11-01,10840.63
2016-11-02,10681.16
2016-11-03,10615.1
2016-11-04,10514.13
2016-11-07,10596.79
2016-11-08,10647.68
2016-11-09,10476.32
2016-11-10,10613.46
2016-11-11,10301.51
2016-11-15,9997.97
2016-11-16,10015.13
2016-11-17,9979.69
2016-11-18,9987.01
2016-11-21,9774.59
2016-11-22,9881.29
2016-11-23,9949.77
2016-11-24,9884.6
2016-11-25,10062.8
2016-11-28,10095.55
2016-11-29,10124.8
2016-11-30,10234.35
2016-12-01,10177.82
2016-12-02,10043.45
2016-12-05,10096.81
2016-12-06,10121.9
2016-12-07,10077.97
2016-12-08,10248.68
2016-12-09,10265.87
2016-12-12,10153.18
2016-12-13,10185.2
2016-12-14,10126.36
2016-12-15,10104.17
2016-12-16,10085.73
2016-12-19,10037.83
2016-12-20,9986.84
2016-12-21,9969.41
2016-12-22,9854.23
2016-12-23,9852.15
2016-12-26,9721.39
2016-12-27,9876.88
2016-12-28,9899.09
2016-12-29,9997.47
2016-12-30,10094.85
2017-01-02,10123.34
2017-01-03,10161.31
2017-01-04,10164.18
2017-01-05,10274.27
2017-01-06,10239.86
2017-01-09,10242.8
2017-01-10,10310.82
2017-01-11,10429.31
2017-01-12,10454.92
2017-01-13,10449.78
2017-01-16,10478.18
2017-01-17,10471.94
2017-01-18,10508.63
2017-01-19,10536.58
2017-01-20,10413.7
2017-01-23,10472.13
2017-01-24,10577.27
2017-01-25,10725.46
2017-01-27,10779.67
2017-01-30,10775.29
2017-01-31,10670.2
2017-02-01,10868.72
2017-02-02,10915.19
2017-02-03,10948.15
2017-02-06,11032.65
2017-02-07,10997.99
2017-02-08,11014.74
2017-02-09,11031.66
2017-02-10,11042.84
2017-02-13,11036.99
2017-02-14,11005.74
2017-02-15,10900.88
2017-02-16,10999.92
2017-02-17,11056.0
2017-02-20,11133.95
2017-02-21,11182.31
2017-02-22,11177.65
2017-02-23,11189.56
2017-02-27,11157.29
2017-02-28,11163.36
2017-03-01,11231.97
2017-03-02,11140.71
2017-03-03,11147.37
2017-03-06,11218.66
2017-03-07,11204.1
2017-03-08,11168.87
2017-03-09,11168.87
2017-03-10,11170.19
2017-03-14,11356.47
2017-03-15,11384.09
2017-03-16,11493.89
2017-03-17,11500.5
2017-03-20,11479.48
2017-03-21,11465.92
2017-03-22,11351.31
2017-03-23,11432.1
2017-03-24,11463.91
2017-03-27,11406.27
2017-03-28,11474.12
2017-03-29,11524.0
2017-03-30,11570.97
2017-03-31,11598.64
2017-04-03,11682.97
2017-04-05,11743.79
2017-04-06,11739.48
2017-04-07,11671.65
2017-04-10,11681.59
2017-04-11,11765.68
2017-04-12,11724.71
2017-04-13,11675.46
2017-04-17,11672.13
2017-04-18,11614.84
2017-04-19,11641.62
2017-04-20,11702.74
2017-04-21,11694.87
2017-04-24,11810.46
2017-04-25,11925.73
2017-04-26,11946.26
2017-04-27,11933.7
2017-04-28,11922.34
2017-05-02,11947.1
2017-05-03,11941.79
2017-05-04,11997.72
2017-05-05,11892.47
2017-05-08,11940.13
2017-05-09,11964.27
2017-05-10,12076.73
2017-05-11,12092.43
2017-05-12,12046.32
2017-05-15,12121.96
2017-05-16,12191.43
2017-05-17,12188.16
2017-05-18,12018.59
2017-05-19,11988.17
2017-05-22,11954.77
2017-05-23,11844.59
2017-05-24,11769.1
2017-05-25,11954.03
